locus	probe
41	chr7:77762377:77789342:clu_268949_
41	chr7:77807419:77824191:clu_268950_
41	chr7:77975360:77975734:clu_268953_
41	chr7:77975360:77996528:clu_268953_
41	chr7:77975360:77998473:clu_268953_
41	chr7:77975360:78119078:clu_268953_
41	chr7:77998530:78119078:clu_268953_
41	chr7:78119157:78119279:clu_268954_
41	chr7:78119157:78130894:clu_268954_
41	chr7:78131104:78148349:clu_268955_
41	chr7:78131104:78150747:clu_268955_
41	chr7:79082507:79082888:clu_305001_
41	chr7:79084323:79085206:clu_305001_
41	chr7:79084323:79087975:clu_305001_
41	chr7:79085496:79088163:clu_305001_
41	chr7:79088046:79088163:clu_305001_
41	chr7:79088315:79088723:clu_305001_
41	chr7:79088769:79088852:clu_305001_
41	chr7:79082971:79098748:clu_305001_
41	ENSG00000234456.8
41	chr7:79082971:79099910:clu_305001_
41	chr7:79084323:79099910:clu_305001_
41	chr7:79088315:79099910:clu_305001_
41	chr7:79098762:79099910:clu_305001_
41	chr7:79099995:79100099:clu_305001_
42	chr7:112108170:112112274:clu_306785_
42	ENSG00000164604.14
42	ENSG00000135269.18
42	chr7:116139985:116140314:clu_306837_
42	ENSG00000105976.16
43	chr7:112108170:112112274:clu_306785_
43	ENSG00000164604.14
43	ENSG00000135269.18
43	chr7:116139985:116140314:clu_306837_
43	ENSG00000105976.16
44	chr8:7813080:7818015:clu_161505_
44	chr8:7818818:7821278:clu_161505_
44	chr8:7813080:7842694:clu_161505_
44	ENSG00000284606.1
44	chr8:7992262:8077566:clu_65805_
44	chr8:8042354:8046619:clu_65805_
44	chr8:8077700:8080202:clu_65808_
44	chr8:8077678:8081348:clu_65808_
44	chr8:8077700:8081348:clu_65808_
44	chr8:8077704:8081348:clu_65808_
44	chr8:8077700:8083918:clu_65808_
44	chr8:8080743:8081348:clu_65808_
44	chr8:8077700:8084842:clu_65808_
44	chr8:8077704:8084842:clu_65808_
44	chr8:8077700:8085785:clu_65808_
44	chr8:8077704:8085785:clu_65808_
44	chr8:8080743:8083918:clu_65808_
44	chr8:8081409:8083918:clu_65808_
44	chr8:8084137:8084720:clu_65808_
44	chr8:8084137:8084842:clu_65808_
44	chr8:8084265:8084720:clu_65808_
44	chr8:8084137:8085785:clu_65808_
44	chr8:8084265:8085785:clu_65808_
44	chr8:8093471:8094648:clu_161535_
44	ENSG00000173295.8
44	chr8:8096077:8097149:clu_161536_
44	chr8:8094797:8099063:clu_161536_
44	chr8:8099202:8099358:clu_161536_
44	chr8:8099202:8099368:clu_161536_
44	chr8:8099954:8101621:clu_161536_
44	chr8:8643565:8654875:clu_65840_
44	ENSG00000233609.3
44	ENSG00000173273.16
44	chr8:9757708:9758065:clu_65885_
44	chr8:9758116:9758199:clu_65886_
44	chr8:9758122:9758199:clu_65886_
44	chr8:9758122:9758803:clu_65886_
44	chr8:9758122:9761580:clu_65886_
44	ENSG00000253230.9
44	chr8:10006774:10065343:clu_161650_
44	chr8:10071089:10102614:clu_161651_
44	chr8:10079502:10102614:clu_161651_
44	chr8:10159148:10170594:clu_161653_
44	chr8:10159148:10177393:clu_161653_
44	ENSG00000253641.6
44	ENSG00000184647.11
44	ENSG00000104643.10
44	ENSG00000154316.16
44	chr8:11215687:11216723:clu_161725_
44	chr8:11216793:11218468:clu_161725_
44	chr8:11216793:11218471:clu_161725_
44	chr8:11216793:11218930:clu_161725_
44	chr8:11216793:11218983:clu_161725_
44	chr8:11216793:11219144:clu_161725_
44	chr8:11218572:11218895:clu_161725_
44	chr8:11219044:11219144:clu_161725_
44	chr8:11216793:11222229:clu_161725_
44	chr8:11219316:11220417:clu_161725_
44	chr8:11220482:11222229:clu_161725_
44	chr8:11212140:11301540:clu_65942_
44	chr8:11283473:11301540:clu_65942_
44	chr8:11282145:11324135:clu_65942_
44	chr8:11302317:11325025:clu_65942_
44	chr8:11627844:11628955:clu_161739_
44	ENSG00000154328.16
44	ENSG00000079459.13
44	ENSG00000164733.22
44	chr8:11710988:11725510:clu_65955_
44	ENSG00000254507.2
44	ENSG00000284610.1
44	ENSG00000255052.5
44	chr8:12043056:12044209:clu_66007_
44	chr8:12043056:12047317:clu_66007_
44	ENSG00000186523.14
44	chr8:12045725:12045820:clu_66007_
44	chr8:12045933:12049288:clu_66007_
44	chr8:12044342:12051386:clu_66007_
44	chr8:12044342:12051484:clu_66007_
44	chr8:12044342:12052409:clu_66007_
44	chr8:12045933:12051484:clu_66007_
44	chr8:12051933:12052409:clu_66007_
44	chr8:12003209:12276651:clu_161771_
44	chr8:12225811:12228270:clu_161774_
44	chr8:12225921:12228270:clu_161774_
44	ENSG00000227888.4
44	chr8:12225811:12245467:clu_161774_
44	chr8:12225921:12245467:clu_161774_
44	chr8:12228337:12245250:clu_161774_
44	chr8:12345417:12368631:clu_65960_
44	ENSG00000283674.3
45	chr8:52252313:52253271:clu_67687_
45	chr8:52254572:52258393:clu_67687_
45	chr8:52739921:52744004:clu_67699_
45	chr8:52812006:52823980:clu_163579_
45	chr8:52812083:52823980:clu_163579_
45	chr8:52812767:52823980:clu_163579_
45	chr8:52812083:52858996:clu_163579_
45	chr8:52812406:52858996:clu_163579_
45	chr8:52812585:52858996:clu_163579_
45	chr8:52812767:52858996:clu_163579_
45	chr8:52812406:52859399:clu_163579_
45	chr8:53055601:53062292:clu_67716_
45	chr8:53055605:53062292:clu_67716_
45	chr8:53055605:53071458:clu_67716_
45	chr8:53062537:53071458:clu_67716_
45	chr8:53113936:53124639:clu_67710_
45	ENSG00000147488.11
45	chr8:53318650:53321888:clu_67712_
45	chr8:53536287:53537277:clu_67733_
45	chr8:53536419:53537277:clu_67733_
45	ENSG00000023287.13
45	chr8:53598080:53598497:clu_67736_
45	chr8:53598080:53599413:clu_67736_
45	chr8:53598716:53599413:clu_67736_
46	chr8:90777724:90782000:clu_164526_
46	chr8:91962112:91967715:clu_164544_
46	ENSG00000253738.2
46	chr8:92072955:92081807:clu_68630_
46	chr8:92115072:92124424:clu_164561_
46	chr8:92115072:92130452:clu_164561_
46	chr8:92115072:92136721:clu_164561_
46	chr8:92139388:92142527:clu_164561_
46	chr8:92147967:92201750:clu_164561_
46	chr8:93942935:93966634:clu_68658_
47	ENSG00000123908.12
47	chr8:141678523:141679826:clu_70037_
47	chr8:141678523:141684397:clu_70037_
47	chr8:141679834:141684397:clu_70037_
47	chr8:141779691:141780815:clu_70043_
47	chr8:141774389:141799573:clu_70043_
47	chr8:141779691:141799573:clu_70043_
47	chr8:141780898:141799573:clu_70043_
47	chr8:141810675:141828376:clu_70044_
47	ENSG00000169398.19
47	chr8:141829119:141856359:clu_70045_
47	chr8:141900868:141958765:clu_70048_
47	chr8:142136570:142136878:clu_70105_
47	chr8:142136570:142137449:clu_70105_
47	chr8:142136570:142137539:clu_70105_
47	chr8:142136570:142137569:clu_70105_
47	chr8:142136570:142138069:clu_70105_
47	chr8:142136570:142138164:clu_70105_
47	chr8:142136570:142138332:clu_70105_
47	ENSG00000253210.2
47	chr8:142136570:142139181:clu_70105_
47	chr8:142137656:142138166:clu_70105_
47	chr8:142136570:142139737:clu_70105_
47	chr8:142139385:142139737:clu_70105_
47	chr8:142139904:142140123:clu_70105_
47	chr8:142138908:142146608:clu_166027_
47	chr8:142154358:142160933:clu_166028_
47	ENSG00000105339.11
47	chr8:142166069:142173432:clu_166029_
47	chr8:142166069:142175285:clu_166029_
47	chr8:142170886:142173432:clu_166029_
47	chr8:142173528:142175285:clu_166029_
47	chr8:142190953:142192420:clu_166031_
47	chr8:142190953:142195238:clu_166031_
47	chr8:142195377:142198547:clu_166032_
47	chr8:142195377:142199085:clu_166032_
47	chr8:142199245:142200383:clu_166033_
47	chr8:142199245:142202430:clu_166033_
47	chr8:142200516:142202430:clu_166033_
47	chr8:142202089:142202430:clu_166033_
47	ENSG00000022567.10
47	chr8:142402184:142418077:clu_166048_
47	ENSG00000184489.13
47	chr8:142437169:142441027:clu_166052_
47	ENSG00000287677.2
47	chr8:143310940:143317359:clu_70171_
47	chr8:143310940:143356142:clu_70171_
47	chr8:143353052:143354418:clu_70171_
47	chr8:143353052:143356142:clu_70171_
47	chr8:143354948:143356142:clu_70171_
47	chr8:143356224:143356770:clu_70171_
47	chr8:143356224:143365774:clu_70171_
47	chr8:143363308:143365774:clu_70171_
47	chr8:143382005:143395745:clu_70172_
47	ENSG00000171045.16
47	chr8:143396453:143399905:clu_70172_
47	chr8:143399995:143412262:clu_70172_
47	chr8:143413192:143425327:clu_70173_
47	chr8:143413192:143435998:clu_70173_
47	chr8:143427253:143435998:clu_70173_
47	chr8:143558910:143559548:clu_166129_
47	chr8:143558910:143559557:clu_166129_
47	ENSG00000181790.11
47	chr8:143620774:143621442:clu_166131_
47	chr8:143620774:143623302:clu_166131_
47	chr8:143621576:143623302:clu_166131_
47	chr8:143740356:143745895:clu_70237_
47	ENSG00000234616.9
47	chr8:143789836:143805052:clu_70247_
47	chr8:143814625:143816744:clu_166179_
47	chr8:143857537:143858816:clu_70244_
47	ENSG00000167656.5
47	chr8:144063918:144064490:clu_70274_
47	chr8:144063918:144067898:clu_70274_
47	chr8:144063918:144070357:clu_70274_
47	chr8:144064608:144093902:clu_70274_
47	chr8:144063918:144099577:clu_70274_
47	chr8:144064608:144099988:clu_70274_
47	chr8:144077074:144093902:clu_70274_
47	ENSG00000176956.13
47	chr8:144241684:144241963:clu_70299_
47	chr8:144387085:144387460:clu_70316_
47	chr8:144657263:144657361:clu_70376_
47	chr8:145012860:145027894:clu_70457_
48	chr9:13136181:13137956:clu_73378_
48	chr9:14179779:14180658:clu_73404_
48	chr9:14619680:14622539:clu_73408_
48	chr9:14619680:14639894:clu_73408_
48	chr9:14622689:14639894:clu_73408_
48	chr9:14640010:14649136:clu_73409_
48	chr9:14640010:14652736:clu_73409_
48	chr9:14640010:14658747:clu_73409_
48	ENSG00000175893.12
48	chr9:14652833:14658747:clu_73409_
48	chr9:14674383:14677296:clu_73411_
48	chr9:14677402:14680031:clu_73411_
48	chr9:14677470:14680031:clu_73411_
48	chr9:14722649:14746351:clu_73416_
48	chr9:14722649:14746921:clu_73416_
48	chr9:14740232:14741775:clu_73416_
48	chr9:14737593:14746351:clu_73416_
48	chr9:14740232:14746921:clu_73416_
48	chr9:14750490:14756372:clu_73417_
48	chr9:14792882:14801650:clu_73423_
48	chr9:14869242:14896793:clu_73434_
48	chr9:14869242:14909912:clu_73434_
48	chr9:14869242:14910120:clu_73434_
48	chr9:14869242:14910153:clu_73434_
48	chr9:14869242:14931624:clu_73434_
48	chr9:14908890:14909912:clu_73434_
48	chr9:14909174:14909912:clu_73434_
48	chr9:14910006:14910120:clu_73434_
48	chr9:14869242:14987891:clu_73434_
48	chr9:14929027:14931624:clu_73434_
48	chr9:14961128:14987891:clu_73434_
48	chr9:14976134:14987891:clu_73434_
48	chr9:14976291:14987891:clu_73434_
48	chr9:14977209:14987891:clu_73434_
48	chr9:14977943:14987891:clu_73434_
48	chr9:14990343:14990984:clu_73438_
48	chr9:14989338:14992527:clu_73438_
48	chr9:14989338:14992996:clu_73438_
48	chr9:14989338:14993147:clu_73438_
48	chr9:14990343:14993147:clu_73438_
48	chr9:14991250:14992527:clu_73438_
48	chr9:14990343:14993698:clu_73438_
48	chr9:14992752:14993014:clu_73438_
48	chr9:14992752:14993147:clu_73438_
48	chr9:14993347:14994432:clu_127864_
48	chr9:14992662:14997162:clu_127864_
48	chr9:14992862:14997162:clu_127864_
48	chr9:14993188:14997162:clu_127864_
48	chr9:14993427:14997162:clu_127864_
48	chr9:14993449:14997162:clu_127864_
48	chr9:14994023:14997162:clu_127864_
48	chr9:14997321:15000352:clu_127865_
48	chr9:15000539:15001632:clu_127865_
48	chr9:15001730:15007730:clu_127865_
48	chr9:15001730:15011674:clu_127865_
48	chr9:14997321:15017353:clu_127865_
48	chr9:15001730:15013287:clu_127865_
48	chr9:15001730:15017353:clu_127865_
48	chr9:15007880:15011674:clu_127865_
48	chr9:15011761:15013287:clu_127865_
48	chr9:15007880:15017353:clu_127865_
48	chr9:15011761:15017353:clu_127865_
48	chr9:15013446:15017353:clu_127865_
48	ENSG00000155158.20
48	ENSG00000164975.15
48	chr9:15458065:15461629:clu_127880_
48	chr9:15553300:15563976:clu_127895_
48	chr9:15553604:15563976:clu_127895_
48	chr9:15721873:15723679:clu_127906_
48	chr9:15721873:15727867:clu_127906_
48	chr9:15723744:15727867:clu_127906_
48	ENSG00000164989.17
48	chr9:15846845:15848893:clu_127907_
48	chr9:15848945:15865529:clu_127908_
48	chr9:15874661:15883072:clu_127908_
48	chr9:15874661:15885512:clu_127908_
48	chr9:15878900:15883072:clu_127908_
48	chr9:15874661:15888981:clu_127908_
48	chr9:15848945:15920268:clu_127908_
48	chr9:15888086:15888977:clu_127908_
48	chr9:15889099:15890546:clu_127908_
48	chr9:15889099:15892478:clu_127908_
48	chr9:15874661:15920268:clu_127908_
48	chr9:15883189:15920268:clu_127908_
48	chr9:15889099:15920268:clu_127908_
48	chr9:15874661:15971607:clu_127908_
48	chr9:15920420:15952415:clu_127908_
48	chr9:15937046:15971607:clu_127908_
48	chr9:15952522:15971607:clu_127908_
48	chr9:17365375:17366615:clu_127942_
48	chr9:17366715:17371001:clu_127942_
49	chr10:94659401:94669184:clu_224530_
49	chr10:94666871:94669184:clu_224530_
49	ENSG00000138190.17
49	chr10:95070400:95076471:clu_284658_
49	chr10:95076570:95079454:clu_284659_
49	chr10:95079770:95082830:clu_284660_
49	chr10:95082930:95085583:clu_284661_
49	chr10:95089591:95093515:clu_284662_
49	chr10:95115748:95116432:clu_284664_
49	chr10:95115751:95116432:clu_284664_
49	chr10:95134712:95139620:clu_284667_
49	chr10:95134712:95140976:clu_284667_
49	chr10:95141153:95143835:clu_284668_
49	chr10:95144081:95147554:clu_284668_
49	chr10:95159252:95161989:clu_284672_
49	chr10:95216694:95237937:clu_284677_
49	ENSG00000186188.11
49	ENSG00000138207.14
49	chr10:95441352:95443813:clu_284685_
49	chr10:95441355:95443813:clu_284685_
49	chr10:95441355:95445003:clu_284685_
49	chr10:95443855:95445003:clu_284685_
49	ENSG00000148690.12
49	chr10:95447206:95452403:clu_284686_
49	chr10:95459863:95461931:clu_284687_
49	chr10:95459863:95462132:clu_284687_
49	chr10:95461552:95462132:clu_284687_
49	chr10:95537374:95538541:clu_224563_
49	chr10:95666142:95666856:clu_224571_
49	ENSG00000176273.15
49	chr10:95748308:95752977:clu_224573_
49	chr10:95754015:95765207:clu_224573_
49	chr10:95748308:95790440:clu_224573_
49	chr10:95753741:95790440:clu_224573_
49	chr10:95754307:95790440:clu_224573_
49	chr10:95755497:95790440:clu_224573_
49	chr10:95765291:95790440:clu_224573_
49	chr10:95777192:95790440:clu_224573_
49	chr10:95792009:95891931:clu_224574_
49	chr10:95849133:95891931:clu_224574_
49	ENSG00000138193.16
49	chr10:96025465:96025567:clu_224587_
49	chr10:96039668:96042548:clu_224585_
49	chr10:96042589:96043547:clu_224585_
49	chr10:96073139:96076304:clu_224589_
49	chr10:96073139:96081658:clu_224589_
49	chr10:96076513:96081658:clu_224589_
49	chr10:96084324:96084632:clu_224592_
49	chr10:96084861:96084960:clu_224593_
49	chr10:96084861:96087725:clu_224593_
49	chr10:96084866:96087725:clu_224593_
49	chr10:96084980:96087725:clu_224593_
49	chr10:96085142:96087725:clu_224593_
49	chr10:96084861:96106567:clu_224593_
49	ENSG00000173145.11
49	chr10:96117972:96121422:clu_284706_
49	chr10:96207427:96211315:clu_224579_
49	chr10:96201776:96234425:clu_224579_
49	ENSG00000119969.15
49	chr10:97106209:97114639:clu_284739_
49	chr10:97250877:97321077:clu_284747_
5	chr1:95448862:95492685:clu_213542_
5	ENSG00000226026.6
5	ENSG00000122481.17
5	chr1:95972542:95979707:clu_105199_
5	chr1:95975832:95979707:clu_105199_
5	chr1:95976312:95979707:clu_105199_
5	chr1:95976564:95979707:clu_105199_
5	chr1:95976995:95979707:clu_105199_
5	chr1:95978178:95979707:clu_105199_
5	chr1:95975918:96004138:clu_105199_
5	ENSG00000117569.19
5	chr1:97272008:97272422:clu_105225_
50	chr10:104184955:104192283:clu_285460_
50	chr10:105152223:105153956:clu_285652_
50	ENSG00000107960.11
50	chr10:105657477:105658635:clu_285678_
50	ENSG00000065613.15
50	chr10:105880077:105882723:clu_225620_
50	chr10:105882844:105883472:clu_225621_
50	chr10:105883882:105885271:clu_225621_
50	chr10:105890063:105890494:clu_285722_
50	chr10:105890581:105891089:clu_285722_
50	chr10:105890749:105891089:clu_285722_
50	chr10:105891954:105892531:clu_285723_
50	chr10:105891954:105893378:clu_285723_
50	chr10:105892344:105893378:clu_285723_
50	chr10:105892589:105893378:clu_285723_
50	chr10:105892728:105893378:clu_285723_
50	chr10:105900752:105902039:clu_285725_
50	chr10:105900774:105902039:clu_285725_
50	chr10:105902151:105905234:clu_285726_
50	chr10:105903384:105905234:clu_285726_
50	chr10:105905322:105907649:clu_285727_
50	chr10:105906197:105907649:clu_285727_
50	chr10:105911571:105912365:clu_285727_
50	chr10:105920920:105921691:clu_285728_
50	chr10:105926476:105928502:clu_285729_
50	chr10:105927495:105928502:clu_285729_
50	chr10:105939690:105941068:clu_285734_
50	chr10:105938864:105942124:clu_285734_
50	ENSG00000197748.13
50	chr10:105941181:105942124:clu_285734_
50	chr10:105939690:105944758:clu_285734_
50	ENSG00000148834.13
50	chr10:106017241:106019334:clu_225628_
50	chr10:106019556:106022737:clu_225629_
50	chr10:106019556:106025842:clu_225629_
50	chr10:106022835:106025842:clu_225629_
50	chr10:106037776:106039128:clu_225631_
50	chr10:106037874:106039128:clu_225631_
50	chr10:106039229:106045693:clu_225631_
50	chr10:106035092:106057336:clu_225631_
50	ENSG00000065621.15
50	chr10:106034707:106058886:clu_225631_
50	chr10:106037776:106057336:clu_225631_
50	chr10:106037874:106057336:clu_225631_
50	chr10:106039229:106057336:clu_225631_
50	chr10:106039229:106058886:clu_225631_
50	chr10:106051427:106057336:clu_225631_
50	chr10:106124557:106125572:clu_225636_
51	chr10:104184955:104192283:clu_285460_
51	chr10:105152223:105153956:clu_285652_
51	ENSG00000107960.11
51	chr10:105657477:105658635:clu_285678_
51	ENSG00000065613.15
51	chr10:105880077:105882723:clu_225620_
51	chr10:105882844:105883472:clu_225621_
51	chr10:105883882:105885271:clu_225621_
51	chr10:105890063:105890494:clu_285722_
51	chr10:105890581:105891089:clu_285722_
51	chr10:105890749:105891089:clu_285722_
51	chr10:105891954:105892531:clu_285723_
51	chr10:105891954:105893378:clu_285723_
51	chr10:105892344:105893378:clu_285723_
51	chr10:105892589:105893378:clu_285723_
51	chr10:105892728:105893378:clu_285723_
51	chr10:105900752:105902039:clu_285725_
51	chr10:105900774:105902039:clu_285725_
51	chr10:105902151:105905234:clu_285726_
51	chr10:105903384:105905234:clu_285726_
51	chr10:105905322:105907649:clu_285727_
51	chr10:105906197:105907649:clu_285727_
51	chr10:105911571:105912365:clu_285727_
51	chr10:105920920:105921691:clu_285728_
51	chr10:105926476:105928502:clu_285729_
51	chr10:105927495:105928502:clu_285729_
51	chr10:105939690:105941068:clu_285734_
51	chr10:105938864:105942124:clu_285734_
51	ENSG00000197748.13
51	chr10:105941181:105942124:clu_285734_
51	chr10:105939690:105944758:clu_285734_
51	ENSG00000148834.13
51	chr10:106017241:106019334:clu_225628_
51	chr10:106019556:106022737:clu_225629_
51	chr10:106019556:106025842:clu_225629_
51	chr10:106022835:106025842:clu_225629_
51	chr10:106037776:106039128:clu_225631_
51	chr10:106037874:106039128:clu_225631_
51	chr10:106039229:106045693:clu_225631_
51	chr10:106035092:106057336:clu_225631_
51	ENSG00000065621.15
51	chr10:106034707:106058886:clu_225631_
51	chr10:106037776:106057336:clu_225631_
51	chr10:106037874:106057336:clu_225631_
51	chr10:106039229:106057336:clu_225631_
51	chr10:106039229:106058886:clu_225631_
51	chr10:106051427:106057336:clu_225631_
51	chr10:106124557:106125572:clu_225636_
52	chr11:27078862:27114715:clu_288294_
52	ENSG00000109881.17
52	chr11:27363097:27378950:clu_11850_
52	chr11:27371986:27378950:clu_11850_
52	chr11:27604517:27605816:clu_288298_
52	ENSG00000245573.9
52	chr11:27661552:27664592:clu_288299_
52	chr11:27661552:27679785:clu_288299_
52	chr11:27661552:27679788:clu_288299_
52	chr11:27661552:27680718:clu_288299_
52	chr11:27664703:27679788:clu_288299_
52	chr11:27680009:27680718:clu_288299_
52	chr11:27680775:27698529:clu_288300_
52	chr11:27686939:27698529:clu_288300_
52	chr11:27697687:27698529:clu_288300_
52	chr11:28130001:28131713:clu_288309_
52	chr11:28130056:28131713:clu_288309_
52	chr11:28135151:28156093:clu_288310_
52	chr11:28156192:28167051:clu_288310_
52	chr11:28135151:28232609:clu_288310_
52	chr11:28147218:28232609:clu_288310_
52	chr11:28180826:28232609:clu_288310_
52	chr11:28135151:28311753:clu_288310_
52	chr11:28224641:28232609:clu_288310_
52	chr11:28232745:28250418:clu_288310_
52	chr11:28250478:28252408:clu_288310_
52	chr11:28250478:28311753:clu_288310_
52	ENSG00000169519.21
52	chr11:31477933:31495271:clu_11932_
53	chr12:56335109:56335294:clu_83248_
53	ENSG00000197728.11
53	ENSG00000257727.6
53	chr12:57146102:57156982:clu_83460_
53	chr12:57146365:57156988:clu_83460_
53	chr12:57146365:57167618:clu_83460_
53	chr12:57157198:57164099:clu_83460_
53	chr12:57157198:57167620:clu_83460_
53	ENSG00000025423.11
53	chr12:57167949:57170114:clu_83460_
53	chr12:57170230:57175758:clu_83460_
53	chr12:57173061:57175758:clu_83460_
53	chr12:57167949:57180909:clu_83460_
53	chr12:57176016:57180909:clu_83460_
53	chr12:57409586:57409671:clu_191436_
53	chr12:57454728:57456868:clu_191447_
53	chr12:57455448:57456902:clu_191447_
53	chr12:57457112:57457854:clu_191448_
53	chr12:57457127:57457854:clu_191448_
53	chr12:57456990:57458429:clu_191448_
53	chr12:57457127:57458429:clu_191448_
53	chr12:57458519:57463017:clu_191446_
53	chr12:57464676:57466514:clu_191450_
53	chr12:57466663:57472402:clu_191451_
53	chr12:57466695:57472565:clu_191451_
53	chr12:57466695:57478348:clu_191451_
53	chr12:57466695:57480332:clu_191451_
53	chr12:57466695:57481005:clu_191451_
53	chr12:57466695:57481597:clu_191451_
53	chr12:57473052:57480332:clu_191451_
53	chr12:57478488:57480332:clu_191451_
53	chr12:57478517:57480332:clu_191451_
53	chr12:57478488:57481597:clu_191451_
53	chr12:57478517:57481597:clu_191451_
53	chr12:57480577:57481005:clu_191451_
53	chr12:57480577:57481597:clu_191451_
53	chr12:57499106:57499251:clu_191459_
53	ENSG00000166888.12
53	chr12:57697000:57704047:clu_191424_
53	chr12:57699446:57704047:clu_191424_
53	chr12:57866471:57867825:clu_191549_
53	chr12:57867959:57868206:clu_191550_
53	chr12:57867959:57868235:clu_191550_
53	chr12:57869398:57869559:clu_191554_
53	chr12:57869398:57869616:clu_191554_
53	ENSG00000123329.20
53	ENSG00000166986.15
53	chr12:57998641:57999973:clu_83489_
53	chr12:57999514:57999973:clu_83489_
53	ENSG00000178498.16
53	ENSG00000240771.8
53	ENSG00000135502.19
53	chr12:58018817:58018906:clu_83631_
53	chr12:58018765:58019019:clu_83631_
53	chr12:58019247:58019781:clu_83632_
53	ENSG00000135454.14
53	chr12:58022686:58022831:clu_191467_
53	chr12:58022929:58023935:clu_191467_
53	chr12:58022957:58023935:clu_191467_
53	chr12:58024869:58025698:clu_191469_
53	ENSG00000135506.16
53	chr12:58112159:58112776:clu_83641_
53	chr12:58112204:58112776:clu_83641_
53	chr12:58117741:58117876:clu_191630_
53	chr12:58117763:58117852:clu_191630_
53	ENSG00000135439.11
53	chr12:58139222:58139528:clu_83643_
53	ENSG00000123427.17
53	ENSG00000257921.6
53	ENSG00000123297.20
53	chr12:58186856:58195957:clu_83663_
53	chr12:58196047:58196338:clu_83663_
53	chr12:58186856:58218006:clu_83663_
53	chr12:58202331:58203325:clu_191658_
53	chr12:58202331:58203380:clu_191658_
53	chr12:58217788:58218010:clu_191660_
53	chr12:58217872:58218010:clu_191660_
53	chr12:58220880:58221317:clu_191661_
53	ENSG00000166896.9
53	ENSG00000257698.2
53	chr12:58329336:58335422:clu_191670_
53	chr12:58335711:58339411:clu_83676_
53	chr12:58335562:58340778:clu_83676_
53	chr12:58335671:58340778:clu_83676_
53	chr12:58339315:58339411:clu_83676_
53	chr12:58339456:58340286:clu_83676_
53	chr12:58339452:58340778:clu_83676_
53	chr12:58335671:58345541:clu_83676_
53	chr12:58340614:58340778:clu_83676_
53	chr12:58340859:58344497:clu_83676_
53	chr12:58340859:58345545:clu_83676_
53	chr12:58344667:58345541:clu_83676_
54	ENSG00000198707.17
54	chr12:88505635:88508197:clu_192452_
54	chr12:88505635:88508875:clu_192452_
54	chr12:88508339:88508875:clu_192452_
54	chr12:88542281:88548065:clu_84437_
54	ENSG00000139324.12
54	chr12:88900914:88910111:clu_192462_
54	chr12:88926280:88939529:clu_192463_
54	chr12:89408645:89416648:clu_192467_
54	ENSG00000246363.3
54	chr12:89815034:89818938:clu_192468_
54	chr12:89819156:89819647:clu_192468_
54	chr12:89819156:89853415:clu_192468_
54	chr12:89815034:89860547:clu_192468_
54	chr12:89819156:89860547:clu_192468_
54	chr12:89853495:89853793:clu_192468_
54	chr12:89853815:89860547:clu_192468_
54	ENSG00000139323.14
54	chr12:89920090:89921888:clu_84454_
54	chr12:89919573:89933885:clu_84454_
54	chr12:89919573:89936934:clu_84454_
54	chr12:89921959:89936934:clu_84454_
54	ENSG00000270344.3
54	chr12:89919573:89945317:clu_84454_
54	chr12:89921959:89954907:clu_84454_
54	chr12:89945455:89954907:clu_84454_
54	chr12:89955052:89956872:clu_84455_
54	chr12:89955052:89968453:clu_84455_
54	chr12:89955052:89971947:clu_84455_
54	chr12:89955052:89979817:clu_84455_
54	chr12:89968664:89971947:clu_84455_
54	chr12:89968664:89987092:clu_84455_
54	chr12:89979990:89980576:clu_84455_
54	chr12:89979990:89980580:clu_84455_
54	chr12:89979990:89987092:clu_84455_
54	chr12:89980677:89987092:clu_84455_
54	chr12:89980677:89987095:clu_84455_
54	chr12:89993000:89999281:clu_84455_
54	chr12:89993000:90011524:clu_84455_
54	chr12:89993000:90019676:clu_84455_
54	chr12:89993000:90039364:clu_84455_
54	chr12:90011652:90033544:clu_84455_
54	chr12:90011652:90039364:clu_84455_
54	chr12:90019766:90039364:clu_84455_
54	chr12:90030395:90033544:clu_84455_
54	chr12:90030395:90039364:clu_84455_
54	chr12:90033615:90037574:clu_84455_
54	chr12:90033615:90039364:clu_84455_
54	chr12:90037717:90039364:clu_84455_
54	ENSG00000070961.16
54	chr12:90049884:90102373:clu_192482_
54	chr12:90049884:90102996:clu_192482_
54	chr12:90383066:90494480:clu_84487_
54	chr12:90488256:90494480:clu_84487_
55	ENSG00000275830.2
55	ENSG00000134871.19
55	chr13:111126240:111130350:clu_64761_
55	chr13:111271478:111274563:clu_64769_
55	ENSG00000213995.12
55	chr13:111279894:111286892:clu_64769_
55	ENSG00000134905.17
55	chr13:111335481:111340068:clu_136651_
55	chr13:111335481:111353785:clu_136651_
55	chr13:111340365:111350265:clu_136651_
55	chr13:111340365:111353785:clu_136651_
55	chr13:111350314:111353785:clu_136651_
55	chr13:111370189:111371576:clu_64783_
55	chr13:111536140:111545375:clu_136665_
55	chr13:111536158:111545375:clu_136665_
55	chr13:111546549:111546632:clu_136665_
55	chr13:111536140:111558380:clu_136665_
55	ENSG00000088448.14
55	chr13:111545610:111552877:clu_136665_
55	chr13:111546549:111558380:clu_136665_
55	chr13:111553041:111555823:clu_136665_
55	chr13:111556689:111557092:clu_136665_
55	chr13:111557580:111558380:clu_136665_
55	chr13:111563117:111564001:clu_136666_
